Bairro,Numero de quartos,Metros quadrados,Vagas de Garagem,Numero de Banheiros,Preço
"Arapongas, Jardim Novo Horizonte",2,50m²,1,1,R$ 169.500
"Londrina, Cidade Industrial 2",2,45m²,1,1,R$ 220.000
"Londrina, Jardim Maria Celina",2,36m²,1,1,R$ 209.900
"Londrina, Jardim Maria Celina",2,36m²,1,1,R$ 203.500
"Cambé, Jardim Nova Cambé",3,64m²,1,1,R$ 106.667
"Londrina, Conjunto Habitacional Jamile Dequech",3,70m²,1,1,R$ 175.000
"Londrina, Jardim Vilas Boas",3,65m²,1,1,R$ 175.000
"Cambé, Jardim Montecatini",2,50m²,1,1,R$ 200.000
"Londrina, Alto da Boa Vista",4,253m²,1,2,R$ 195.000
"Londrina, Leonor",2,46m²,1,1,R$ 190.000
"Londrina, Parigot de Souza 2",3,120m²,3,1,R$ 200.000
"Londrina, Jardim Nova Esperança",2,100m²,2,1,R$ 220.000
"Londrina, Conjunto Café",3,65m²,1,1,R$ 250.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,52m²,1,1,R$ 98.000
"Londrina, Colúmbia",2,200m²,1,1,R$ 220.000
Ibiporã,5+,1m²,1,5+,R$ 250.000
Rolândia,2,50m²,1,1,R$ 125.000
"Londrina, Jardim São Paulo II",3,63m²,1,1,R$ 199.000
"Arapongas, Jardim San Rafael III",3,127m²,1,2,R$ 200.000
"Arapongas, Jardim São Carlos",2,167m²,1,1,R$ 145.000
"Arapongas, Jardim São Carlos",2,131m²,1,1,R$ 140.000
"Londrina, Jardim Maria Luiza",2,41m²,1,1,R$ 165.000
"Londrina, Colúmbia",2,50m²,1,1,R$ 220.000
"Apucarana, Núcleo Habitacional Papa João Paulo I",2,70m²,1,1,R$ 140.000
"Londrina, Conjunto Residencial Marajoara",2,45m²,1,1,R$ 75.000
"Londrina, Conjunto Semiramis Barros Braga",2,130m²,3,1,R$ 250.000
"Londrina, Residencial Vila Romana",3,120m²,2,1,R$ 250.000
"Londrina, Colinas",2,41m²,1,1,R$ 170.000
"Londrina, Cidade Industrial 2",2,44m²,1,1,R$ 179.000
Ibiporã,2,65m²,1,1,R$ 210.000
Ibiporã,3,380m²,3,3,R$ 200.000
"Londrina, Heimtal",2,39m²,1,1,R$ 228.000
"Londrina, Ernani Moura Lima",2,48m²,1,1,R$ 240.000
"Londrina, Jardim Maria Celina",2,42m²,1,1,R$ 209.000
"Londrina, Jardim Maria Celina",2,40m²,1,1,R$ 220.000
"Rolândia, Jardim Rosângelo",2,54m²,1,1,R$ 96.593
"Arapongas, Residencial Tereza Morciani Bononi",3,157m²,4,1,R$ 220.000
"Londrina, Vila Ziober",3,61m²,1,1,R$ 195.000
"Apucarana, Jardim Eldorado",3,128m²,2,2,R$ 200.000
"Londrina, Perobinha",2,2m²,1,1,R$ 90.000
"Londrina, Centro",2,83m²,1,1,R$ 210.000
"Londrina, San Fernando",3,162m²,2,2,R$ 230.000
Ibiporã,2,250m²,2,1,R$ 180.000
"Londrina, Vila Nova",2,53m²,1,2,R$ 170.000
"Londrina, Vila Ipiranga",2,43m²,1,1,R$ 170.000
"Cambé, Chácara Manella",2,55m²,1,1,R$ 220.000
"Londrina, Santa Rita 2",2,54m²,1,1,R$ 124.000
São Pedro do Ivaí,3,200m²,1,2,R$ 90.000
"Londrina, Jardim Maria Luiza",2,41m²,1,1,R$ 170.000
Rolândia,2,130m²,4,1,R$ 250.000
"Arapongas, Residencial Araucárias",2,125m²,1,1,R$ 80.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,47m²,1,1,R$ 180.000
"Londrina, Jardim Central Park",2,50m²,1,1,R$ 185.000
"Londrina, Esperança",2,45m²,1,1,R$ 230.000
"Londrina, Jardim Morumbi",2,43m²,1,1,R$ 210.000
"Cambé, Residencial Monte Castelo",2,44m²,1,1,R$ 225.000
"Londrina, Eucaliptos",4,96m²,2,1,R$ 200.000
"Londrina, Centro",1,24m²,1,1,R$ 215.000
"Arapongas, Jardim Mônaco",2,47m²,1,1,R$ 190.000
"Londrina, Jardim Jóquei Club",2,49m²,1,1,R$ 215.000
"Arapongas, Jardim do Sol",3,96m²,2,2,R$ 250.000
"Londrina, Jardim Nova Esperança",2,60m²,1,1,R$ 230.000
"Londrina, Vale dos Tucanos",3,64m²,1,1,R$ 210.000
"Londrina, Jardim Jóquei Club",2,46m²,1,1,R$ 220.000
"Londrina, Centro",1,50m²,1,1,R$ 185.000
"Londrina, Brasília",2,54m²,1,1,R$ 155.000
"Londrina, Brasília",2,41m²,1,1,R$ 170.000
"Londrina, Brasília",2,45m²,1,1,R$ 223.000
"Londrina, Conjunto Residencial Marajoara",2,45m²,1,1,R$ 140.000
"Londrina, Colinas",2,69m²,1,1,R$ 230.000
"Londrina, Alto da Boa Vista",2,63m²,2,1,R$ 225.000
"Cambé, Jardim Bela Suiça",2,44m²,1,1,R$ 150.000
"Londrina, Jardim das Américas",2,44m²,1,1,R$ 149.000
"Londrina, Residencial Café Cereja",1,48m²,1,1,R$ 250.000
"Londrina, Vila Filipin",2,50m²,2,1,R$ 190.000
"Londrina, Conjunto Parigot de Souza 1",3,73m²,1,2,R$ 210.000
"Londrina, Gleba Ribeirão Limeiro",2,45m²,1,1,R$ 215.000
"Londrina, Antares",3,73m²,1,1,R$ 210.000
Sertanópolis,3,97m²,2,2,R$ 149.000
"Cambé, Jardim Santo Amaro",2,47m²,1,1,R$ 240.000
"Londrina, Carnascialli",2,180m²,1,1,R$ 230.000
"Londrina, Jardim Palermo",2,63m²,1,1,R$ 198.000
"Londrina, Centro",3,106m²,1,2,R$ 250.000
"Arapongas, Jardim Novo Centauro III",2,50m²,1,5+,R$ 220.000
"Rolândia, Jardim Nobre",3,100m²,2,1,R$ 150.000
"Londrina, Jardim Santa Cruz",3,58m²,1,1,R$ 180.000
Ibiporã,2,55m²,1,1,R$ 160.000
"Londrina, Tietê",2,49m²,1,1,R$ 165.000
"Londrina, Cidade Industrial 2",2,41m²,1,1,R$ 195.000
"Londrina, Conjunto Habitacional Jamile Dequech",2,150m²,1,1,R$ 120.000
"Londrina, Cidade Industrial 2",2,53m²,1,1,R$ 210.000
"Londrina, Amaro",3,67m²,1,1,R$ 250.000
"Londrina, Colina Verde",2,49m²,1,1,R$ 210.000
"Cambé, Jardim Montecatini",2,50m²,1,1,R$ 212.000
"Londrina, Parque das Indústrias",3,60m²,3,2,R$ 210.000
"Londrina, São Pedro",2,54m²,1,1,R$ 175.000
"Apucarana, Núcleo Habitacional Dom Romeu Alberti",2,144m²,1,1,R$ 51.346
"Apucarana, Núcleo Habitacional Dom Romeu Alberti",2,144m²,1,1,R$ 51.346
"Arapongas, Parque Veneza",3,64m²,1,2,R$ 120.000
"Cambé, Conjunto Habitacional Antônio Euthymio Casaroto",3,106m²,3,2,R$ 250.000
"Londrina, Jardim das Palmeiras",2,68m²,2,1,R$ 245.000
"Londrina, Conjunto Parigot de Souza 1",2,105m²,2,1,R$ 240.000
"Londrina, Paulista",3,120m²,2,2,R$ 210.000
"Londrina, Jardim Morumbi",3,60m²,1,1,R$ 240.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,64m²,2,2,R$ 120.000
"Londrina, Vale dos Tucanos",2,48m²,1,2,R$ 210.000
"Londrina, Conjunto Parigot de Souza 1",1,45m²,1,1,R$ 125.000
"Londrina, Conjunto Habitacional Milton Gavetti",2,80m²,2,1,R$ 220.000
"Apucarana, Loteamento Residencial Villágio Di Roma",2,59m²,1,1,R$ 135.000
"Londrina, Leonor",2,73m²,4,1,R$ 200.000
"Londrina, Gleba Ribeirão Limeiro",2,44m²,1,1,R$ 209.640
"Londrina, Cidade Industrial 2",2,45m²,1,1,R$ 164.790
"Cambé, Chácara Manella",1,44m²,1,1,R$ 180.000
"Cambé, Chácara Manella",2,38m²,1,1,R$ 159.000
"Londrina, Paraíso",2,41m²,1,1,R$ 185.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,46m²,1,1,R$ 150.000
"Londrina, Pacaembu",2,90m²,3,1,R$ 250.000
"Londrina, Conjunto Habitacional Alexandre Urbanas",2,45m²,1,1,R$ 170.000
"Londrina, Vila Ipiranga",1,52m²,1,1,R$ 220.000
"Londrina, Jardim Santo Antônio",3,98m²,1,2,R$ 186.733
"Londrina, Colinas",2,44m²,1,1,R$ 199.000
"Cambé, Vila Salomé",2,38m²,1,1,R$ 114.838
"Londrina, Igapó",2,64m²,1,2,R$ 140.000
Jandaia do Sul,2,54m²,1,1,R$ 240.000
"Arapongas, Jardim Bandeirantes",3,120m²,1,1,R$ 220.000
"Londrina, Jardim das Américas",3,57m²,1,1,R$ 220.000
"Apucarana, Vila Nova",1,55m²,1,1,R$ 198.000
"Londrina, Conjunto Habitacional José Garcia Molina",2,47m²,1,1,R$ 150.000
"Londrina, Vila Ipiranga",3,67m²,1,1,R$ 230.000
"Londrina, Olímpico",2,44m²,1,1,R$ 199.000
"Londrina, Califórnia",3,59m²,1,1,R$ 170.000
"Londrina, Conjunto Residencial Marajoara",2,45m²,1,1,R$ 160.000
"Londrina, Santa Rita 2",3,54m²,1,1,R$ 160.000
"Londrina, Nova Olinda",2,44m²,1,1,R$ 155.000
"Londrina, Ideal",2,54m²,1,1,R$ 195.000
"Londrina, Nossa Senhora de Lourdes",2,75m²,1,1,R$ 185.000
"Londrina, Vila Filipin",2,51m²,1,1,R$ 190.000
"Londrina, Paraíso",2,51m²,1,1,R$ 180.000
Jaguapitã,2,69m²,1,1,R$ 170.000
"Londrina, Colinas",2,44m²,1,1,R$ 199.000
"Londrina, Paraíso",2,45m²,1,1,R$ 160.000
"Londrina, Jardim Londrilar",3,91m²,1,1,R$ 250.000
"Apucarana, Centro",3,69m²,1,1,R$ 250.000
"Londrina, Jardim Morumbi",2,56m²,1,2,R$ 219.000
"Londrina, Jardim Tókio",3,58m²,1,1,R$ 235.000
"Londrina, Leonor",2,46m²,1,1,R$ 180.000
"Londrina, Jardim Morumbi",2,52m²,1,1,R$ 220.000
"Londrina, Colinas",2,47m²,1,1,R$ 190.000
"Londrina, Parque Jamaica",2,52m²,1,1,R$ 165.000
"Londrina, Jardim Pequena Londres",2,47m²,1,1,R$ 150.000
"Londrina, Jardim Agari",3,45m²,1,1,R$ 170.000
"Cambé, Jardim Campos Verdes",2,198m²,1,2,R$ 95.000
"Londrina, Jardim Nações Unidas",2,46m²,1,1,R$ 190.000
"Apucarana, Jardim Santos Dumont I",2,150m²,1,1,R$ 75.000
"Londrina, Vila Santa Terezinha",2,49m²,1,1,R$ 95.000
"Londrina, Parque Jamaica",2,47m²,1,1,R$ 170.000
"Londrina, João Paz",3,200m²,2,1,R$ 180.000
"Londrina, Paraíso",2,47m²,1,1,R$ 180.000
"Londrina, Nova Olinda",2,50m²,1,1,R$ 120.000
"Londrina, Residencial Verona",2,55m²,1,1,R$ 220.000
"Arapongas, Jardim Santo Antônio",2,48m²,1,1,R$ 149.900
"Londrina, Esperança",2,48m²,1,1,R$ 250.000
"Londrina, Centro",1,49m²,1,1,R$ 210.000
Ibiporã,2,58m²,1,1,R$ 110.000
"Londrina, Conjunto Habitacional José Garcia Molina",2,45m²,1,1,R$ 130.000
"Londrina, Jardim Nações Unidas",2,51m²,1,1,R$ 145.000
"Londrina, Colinas",2,44m²,1,1,R$ 200.000
"Londrina, Paraíso",2,45m²,1,1,R$ 145.000
"Londrina, Jardim Morumbi",3,60m²,1,1,R$ 230.000
"Londrina, Ernani Moura Lima",3,230m²,1,1,R$ 190.000
"Londrina, Conjunto Café",3,60m²,1,1,R$ 200.000
"Londrina, Jardim Athenas",2,125m²,1,1,R$ 240.000
"Londrina, Vila Shimabokuro",3,100m²,1,2,R$ 250.000
"Apucarana, Jardim Aeroporto",2,51m²,1,1,R$ 180.000
"Londrina, Paraíso",2,47m²,1,1,R$ 147.000
"Cambé, Jardim Santo Amaro",3,98m²,2,2,R$ 240.000
"Londrina, Jardim São Paulo",2,50m²,1,1,R$ 120.000
"Londrina, Paraíso",2,46m²,1,1,R$ 150.000
"Londrina, Jardim das Américas",3,59m²,1,1,R$ 230.000
"Cambé, Jardim Montecatini",2,46m²,1,1,R$ 164.000
"Londrina, Ouro Verde",2,45m²,1,1,R$ 180.000
"Londrina, Alto da Colina",1,44m²,1,1,R$ 150.000
"Londrina, Tietê",2,45m²,1,1,R$ 160.000
"Londrina, Jardim Jóquei Club",2,46m²,1,1,R$ 150.000
"Londrina, Heimtal",3,51m²,2,1,R$ 195.000
"Londrina, Gleba Ribeirão Limeiro",2,44m²,1,1,R$ 185.000
"Londrina, Colinas",2,41m²,1,1,R$ 170.000
"Londrina, Jardim Paraná",3,57m²,1,1,R$ 225.000
"Londrina, Vale dos Tucanos",1,56m²,1,2,R$ 229.000
"Cambé, Chácara Manella",2,47m²,1,1,R$ 220.000
"Londrina, Jardim Santa Cruz",3,70m²,1,1,R$ 155.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,43m²,1,1,R$ 250.000
"Londrina, Jardim Nações Unidas",2,50m²,1,1,R$ 180.000
"Londrina, Parque Jamaica",2,52m²,1,1,R$ 175.000
"Londrina, Conjunto Café",2,90m²,1,2,R$ 250.000
"Londrina, Nova Olinda",2,45m²,1,1,R$ 100.000
"Londrina, Vila Filipin",2,50m²,2,1,R$ 185.000
"Londrina, Portal de Versalhes 1",1,25m²,1,1,R$ 150.000
"Londrina, San Fernando",3,56m²,1,1,R$ 163.000
Cambira,2,57m²,2,1,R$ 190.000
"Arapongas, Jardim Mônaco",2,38m²,1,1,R$ 149.000
"Arapongas, Jardim Mônaco",2,38m²,1,1,R$ 149.000
"Arapongas, Jardim Santa Alice",2,70m²,1,1,R$ 250.000
"Londrina, Vitória",2,45m²,1,1,R$ 180.000
"Londrina, Jardim das Palmeiras",2,68m²,1,1,R$ 244.740
Primeiro de Maio,2,170m²,2,1,R$ 80.000
Ivaiporã,2,70m²,1,1,R$ 225.000
"Londrina, Três Marcos",2,50m²,1,1,R$ 170.000
"Arapongas, Jardim São Bento",3,135m²,1,1,R$ 230.000
"Londrina, Olímpico",2,44m²,1,1,R$ 199.000
"Londrina, Conjunto Residencial Marajoara",2,48m²,1,1,R$ 175.000
"Londrina, Antares",3,65m²,1,1,R$ 235.000
"Londrina, Olímpico",2,45m²,1,1,R$ 199.000
"Cambé, Jardim Cidade Alta",2,70m²,1,1,R$ 220.000
"Cambé, Jardim Ecoville I",2,45m²,1,1,R$ 160.000
"Londrina, Olímpico",2,44m²,1,1,R$ 199.000
"Arapongas, Jardim Paulino Fedrigo",2,49m²,1,1,R$ 200.000
"Londrina, Industrial",2,47m²,1,1,R$ 150.000
"Londrina, Jardim Santa Maria",3,146m²,2,1,R$ 240.000
"Londrina, Colinas",2,47m²,1,1,R$ 199.000
"Cambé, Chácara Manella",2,45m²,1,1,R$ 180.000
"Cambé, Condomínio Residencial Castelo Branco",2,75m²,1,1,R$ 250.000
"Londrina, Conjunto Habitacional Maria Cecília Serrano de Oliveira",2,75m²,2,1,R$ 160.000
"Londrina, Colinas",2,44m²,1,1,R$ 199.000
"Londrina, Califórnia",5+,95m²,1,3,R$ 230.000
"Londrina, Vitória",2,59m²,1,2,R$ 220.000
"Londrina, Pacaembu",2,55m²,2,2,R$ 140.000
"Londrina, Colinas",2,44m²,1,1,R$ 210.000
Ibiporã,3,79m²,1,1,R$ 185.000
"Londrina, Jardim Maravilha",2,40m²,1,1,R$ 50.000
"Arapongas, Jardim Mônaco",2,45m²,1,1,R$ 135.000
"Arapongas, Jardim Santo Antônio",2,65m²,1,1,R$ 190.000
"Cambé, Conjunto Habitacional Doutor José dos Santos Rocha",2,150m²,2,1,R$ 235.000
"Londrina, Jardim São Paulo II",2,44m²,1,1,R$ 180.000
"Londrina, Antares",3,65m²,1,1,R$ 235.000
"Londrina, Bancários",2,43m²,1,1,R$ 105.000
"Londrina, Santa Rita 2",2,54m²,1,1,R$ 122.000
"Arapongas, Jardim Mônaco",2,38m²,1,1,R$ 129.900
"Londrina, Vila Filipin",2,48m²,1,1,R$ 200.000
"Londrina, Centro",3,70m²,1,2,R$ 250.000
"Londrina, Ernani Moura Lima",3,60m²,2,1,R$ 190.000
Primeiro de Maio,2,170m²,2,1,R$ 80.000
"Londrina, Centro",3,80m²,1,2,R$ 230.000
"Londrina, Residencial Portal do Sol",2,67m²,2,1,R$ 235.000
"Londrina, Jardim Nações Unidas",2,45m²,1,1,R$ 189.000
"Londrina, Gleba Ribeirão Limeiro",2,44m²,1,1,R$ 185.000
"Londrina, Jardim Athenas",2,73m²,1,1,R$ 240.000
"Londrina, Jardim Santo André",3,106m²,3,1,R$ 250.000
"Londrina, Perobinha",2,44m²,1,1,R$ 90.000
"Londrina, Paraíso",2,51m²,1,1,R$ 180.000
"Londrina, Colinas",2,44m²,1,1,R$ 215.000
"Londrina, Califórnia",2,111m²,1,1,R$ 250.000
"Londrina, Residencial Terra Nova",2,96m²,2,1,R$ 160.000
"Londrina, Ouro Verde",2,45m²,1,1,R$ 189.000
"Cambé, Jardim Ana Eliza",2,38m²,1,1,R$ 139.000
"Londrina, Conjunto Residencial Itamaraty",3,72m²,1,1,R$ 222.000
"Londrina, Heimtal",2,48m²,1,1,R$ 250.000
Ibaiti,3,168m²,3,1,R$ 240.000
"Apucarana, Núcleo Habitacional Papa João Paulo I",3,120m²,1,1,R$ 149.000
"Londrina, Jardim Jóquei Club",1,39m²,1,1,R$ 150.000
"Londrina, Cidade Industrial 2",2,42m²,1,1,R$ 190.000
"Londrina, Jardim Maria Celina",1,62m²,2,1,R$ 129.000
"Londrina, Olímpico",2,47m²,1,1,R$ 200.000
"Londrina, Conjunto Café",2,60m²,1,1,R$ 235.000
"Londrina, Cidade Industrial 2",2,44m²,1,1,R$ 163.000
"Londrina, Vitória",2,45m²,1,1,R$ 180.000
"Londrina, Cidade Industrial 2",2,44m²,1,1,R$ 159.000
"Londrina, Jardim Maria Luiza",2,50m²,1,1,R$ 150.000
"Londrina, Jardim Nações Unidas",2,46m²,1,1,R$ 190.000
"Londrina, Jardim Oguido",3,65m²,1,1,R$ 250.000
"Londrina, Gleba Ribeirão Limeiro",2,49m²,1,1,R$ 215.000
"Londrina, Vitória",2,63m²,1,1,R$ 180.000
"Londrina, Jardim Indianápolis",3,80m²,1,1,R$ 250.000
"Londrina, Jardim das Américas",3,58m²,1,1,R$ 140.000
"Londrina, Conjunto Vivi Xavier",4,110m²,2,2,R$ 215.000
"Londrina, Santa Rita 2",2,54m²,1,1,R$ 122.000
"Cambé, Jardim Ecoville I",2,45m²,1,1,R$ 177.000
"Londrina, Jardim Nações Unidas",2,45m²,1,1,R$ 160.000
"Londrina, Antares",3,65m²,1,1,R$ 235.000
"Londrina, Industrial",3,59m²,1,1,R$ 185.000
"Londrina, Jardim Aliança",2,65m²,1,1,R$ 239.000
"Londrina, Conjunto Parigot de Souza 1",1,200m²,1,1,R$ 125.000
"Londrina, Gleba Fazenda Palhano",2,45m²,1,1,R$ 245.000
"Londrina, Conjunto Habitacional José Garcia Molina",2,45m²,1,1,R$ 150.000
"Londrina, Cidade Industrial 2",2,45m²,1,1,R$ 240.000
"Cambé, Chácara Manella",2,50m²,1,1,R$ 180.000
"Londrina, Gleba Fazenda Palhano",2,44m²,1,1,R$ 250.000
"Cambé, Centro",2,43m²,1,1,R$ 230.000
"Londrina, Vila Ipiranga",1,50m²,1,1,R$ 160.000
"Londrina, Conjunto Habitacional Maria Cecília Serrano de Oliveira",2,135m²,2,2,R$ 175.000
"Londrina, Conjunto Habitacional José Garcia Molina",2,45m²,1,1,R$ 145.000
"Londrina, Jardim Santo André",3,64m²,1,1,R$ 195.000
"Londrina, Ideal",2,45m²,1,1,R$ 215.000
"Londrina, Amaro",3,69m²,1,2,R$ 250.000
"Cambé, Jardim Ecoville I",2,45m²,1,1,R$ 160.000
"Londrina, Gleba Ribeirão Limeiro",2,43m²,1,1,R$ 235.000
"Londrina, Parque Jamaica",3,57m²,1,1,R$ 179.500
"Cambé, Jardim Vitória",2,70m²,3,1,R$ 250.000
"Londrina, Panorama",2,54m²,1,1,R$ 155.000
"Londrina, Nova Olinda",2,200m²,1,1,R$ 200.000
"Rolândia, Jardim Novo Horizonte",3,120m²,2,1,R$ 230.000
"Londrina, Heimtal",3,75m²,1,1,R$ 200.000
"Londrina, Leonor",2,40m²,1,1,R$ 173.000
"Londrina, Taliana",2,47m²,1,1,R$ 182.000
"Londrina, Luiz de Sá",2,112m²,1,1,R$ 185.000
"Arapongas, Residencial Tereza Morciani Bononi",2,70m²,1,1,R$ 200.000
"Londrina, Jardim Bandeirantes",2,60m²,1,1,R$ 160.000
"Londrina, Jardim Morumbi",2,41m²,1,1,R$ 162.000
"Londrina, Centro",1,45m²,1,1,R$ 195.000
"Londrina, Parque Universidade",2,45m²,1,1,R$ 230.000
"Londrina, Jardim União da Vitória",5+,150m²,2,2,R$ 200.000
"Londrina, Parque Jamaica",3,72m²,1,1,R$ 178.000
"Londrina, Paraíso",1,100m²,2,1,R$ 230.000
"Londrina, Paraíso",2,46m²,1,1,R$ 190.000
"Londrina, Nova Olinda",2,48m²,1,1,R$ 110.000
"Londrina, Califórnia",2,47m²,1,1,R$ 130.000
"Londrina, Nova Olinda",2,50m²,1,1,R$ 140.000
"Londrina, Jardim Colúmbia D",2,55m²,1,1,R$ 230.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,45m²,1,1,R$ 230.000
"Londrina, Jardim Tabapuã",2,55m²,1,1,R$ 155.000
"Londrina, Ouro Verde",2,47m²,1,1,R$ 170.000
"Cambé, Chácara Manella",2,50m²,1,1,R$ 180.000
"Londrina, Antares",3,65m²,1,2,R$ 235.000
"Londrina, Conjunto Habitacional João Turquino",2,47m²,1,1,R$ 190.000
"Cambé, Jardim Parana",2,65m²,1,1,R$ 250.000
"Londrina, Jardim Lolata",3,81m²,1,2,R$ 220.000
"Londrina, Ouro Verde",2,45m²,1,1,R$ 175.000
"Londrina, Parque Residencial Elizabeth",2,60m²,1,1,R$ 245.000
"Londrina, Colinas",2,44m²,1,1,R$ 178.000
"Londrina, Jardim Nações Unidas",2,43m²,1,1,R$ 170.000
"Londrina, Centro",1,45m²,1,1,R$ 165.000
"Londrina, Parque Jamaica",2,41m²,1,1,R$ 160.000
"Londrina, Rodocentro",2,57m²,1,1,R$ 170.000
Jandaia do Sul,2,70m²,1,1,R$ 220.000
"Londrina, Jardim Morumbi",2,41m²,1,1,R$ 230.000
"Londrina, Ouro Verde",2,45m²,1,1,R$ 210.000
"Londrina, Perobinha",2,43m²,1,1,R$ 115.000
"Londrina, Antares",3,65m²,1,1,R$ 235.000
"Londrina, Vila Brasil",3,61m²,1,1,R$ 180.000
"Londrina, Kennedy",1,38m²,1,1,R$ 185.000
"Londrina, Tietê",3,70m²,1,1,R$ 165.000
"Londrina, Jardim Santa Cruz",3,57m²,1,1,R$ 180.000
"Londrina, Luiz de Sá",3,75m²,2,2,R$ 180.000
"Cambé, Jardim Monte Alto",2,60m²,1,2,R$ 250.000
"Londrina, Cidade Industrial 2",2,42m²,1,1,R$ 159.000
"Apucarana, Jardim Marissol",2,55m²,1,1,R$ 215.000
"Londrina, Tarobá",2,120m²,2,2,R$ 240.000
"Londrina, São Lourenço",3,117m²,4,1,R$ 178.000
"Londrina, Jardim Agari",2,75m²,1,1,R$ 250.000
"Londrina, Parque Residencial Liberdade",2,60m²,1,1,R$ 160.000
"Arapongas, Jardim Vale das Perobas III",2,87m²,1,2,R$ 100.000
"Londrina, Jardim Morumbi",2,44m²,1,1,R$ 199.000
"Londrina, Conjunto Habitacional Maria Cecília Serrano de Oliveira",2,150m²,2,1,R$ 190.000
"Londrina, Leonor",2,46m²,1,1,R$ 180.000
"Londrina, Centro",2,64m²,1,1,R$ 250.000
"Londrina, Conjunto Café",3,62m²,1,1,R$ 210.000
"Londrina, Conjunto Café",3,62m²,1,1,R$ 190.000
"Londrina, Jardim Adriana II",3,70m²,1,2,R$ 179.000
"Londrina, Cidade Industrial 2",2,47m²,1,1,R$ 159.000
"Londrina, Jardim Maravilha",2,43m²,1,1,R$ 70.000
"Londrina, Gleba Ribeirão Limeiro",2,46m²,1,1,R$ 220.000
"Londrina, Conjunto Café",2,60m²,1,1,R$ 190.000
"Londrina, Centro",1,45m²,1,1,R$ 185.000
"Londrina, Centro",1,45m²,1,1,R$ 175.000
"Londrina, Centro",1,45m²,1,1,R$ 230.000
"Londrina, Jardim Maria Celina",2,48m²,1,1,R$ 230.000
"Londrina, Conjunto Parigot de Souza 1",3,106m²,2,1,R$ 185.000
"Londrina, Conjunto Habitacional Milton Gavetti",3,90m²,1,1,R$ 155.000
"Londrina, Colinas",2,44m²,1,1,R$ 178.000
"Londrina, Cidade Industrial 2",2,45m²,1,1,R$ 240.000
"Londrina, Antares",3,65m²,1,1,R$ 235.000
"Londrina, Conjunto Residencial Itamaraty",3,72m²,2,2,R$ 199.000
"Londrina, Jardim Nova Esperança",2,35m²,1,1,R$ 90.000
"Londrina, Vila Shimabokuro",1,35m²,1,1,R$ 139.000
"Cambé, Centro",2,44m²,1,1,R$ 117.494
"Cambé, Centro",2,51m²,1,1,R$ 129.646
"Londrina, Alto da Boa Vista",2,63m²,1,1,R$ 225.000
"Londrina, Moradias do Cabo Frio",2,50m²,1,1,R$ 119.000
"Londrina, Conjunto Residencial Itamaraty",3,72m²,1,1,R$ 180.000
"Londrina, Gleba Ribeirão Limeiro",2,45m²,1,1,R$ 215.000
"Cambé, Conjunto Habitacional Antônio Euthymio Casaroto",2,69m²,1,1,R$ 92.444
Sertaneja,1,41m²,1,1,R$ 95.000
"Londrina, Jardim Maria Luiza",2,41m²,1,1,R$ 106.667
Guaraci,2,840m²,5+,1,R$ 180.000
"Londrina, São Vicente",2,55m²,1,2,R$ 245.000
"Londrina, Vila Shimabokuro",1,35m²,1,1,R$ 149.000
"Arapongas, Conjunto Novo Centauro",3,60m²,1,1,R$ 215.000
"Arapongas, Conjunto Flamingos",3,120m²,1,1,R$ 210.000
"Londrina, Residencial Santa Rita V",3,89m²,2,1,R$ 250.000
"Londrina, Jardim Novo Sabará",2,45m²,1,1,R$ 122.000
"Londrina, Califórnia",3,59m²,1,1,R$ 170.000
"Londrina, Jardim Paris",2,70m²,3,1,R$ 200.000
"Londrina, Cidade Industrial 2",2,42m²,1,1,R$ 190.000
"Londrina, Santa Rita 2",3,61m²,1,1,R$ 150.000
"Londrina, Luiz de Sá",3,74m²,2,2,R$ 180.000
"Londrina, Parque Residencial Elizabeth",2,70m²,1,1,R$ 210.000
"Arapongas, Casa Família Arapongas IV",2,56m²,1,1,R$ 130.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,48m²,1,1,R$ 190.000
"Londrina, Carnascialli",3,89m²,2,1,R$ 210.000
"Londrina, São Pedro",2,48m²,1,1,R$ 170.000
"Cambé, Jardim Bela Suiça",2,45m²,1,1,R$ 160.000
"Cambé, Chácara Manella",2,38m²,1,1,R$ 220.000
"Cambé, Jardim Ana Eliza",2,43m²,1,1,R$ 170.000
"Londrina, Cidade Industrial 2",2,46m²,2,1,R$ 233.000
"Londrina, Jardim Maria Celina",2,48m²,1,1,R$ 139.000
"Londrina, Nova Olinda",2,45m²,1,1,R$ 110.000
"Londrina, Vale dos Tucanos",2,44m²,1,1,R$ 205.000
"Londrina, Cinco Conjuntos",1,103m²,2,1,R$ 170.000
"Londrina, Paraíso",2,41m²,1,1,R$ 160.000
"Cambé, Jardim Ecoville I",2,45m²,1,1,R$ 145.000
"Londrina, Tarobá",2,100m²,3,1,R$ 235.000
"Londrina, Conjunto Residencial Marajoara",2,45m²,1,1,R$ 150.000
"Londrina, Jardim Maria Celina",1,47m²,1,1,R$ 135.000
