Bairro,Numero de quartos,Metros quadrados,Vagas de Garagem,Numero de Banheiros,Preço
"Londrina, Vivendas do Arvoredo",4,195m²,4,4,R$ 2.500.000
"Londrina, Esperança",3,216m²,4,5+,R$ 2.350.000
"Londrina, Esperança",5+,527m²,3,4,R$ 6.500.000
"Londrina, Esperança",3,196m²,4,4,R$ 1.439.000
"Londrina, Jardim Shangri-la A",5+,581m²,2,5+,R$ 2.200.000
"Cambé, Recanto Santa Andréa",4,580m²,4,4,R$ 3.200.000
"Londrina, Quebec",3,600m²,4,2,R$ 1.590.000
"Londrina, Gleba Fazenda Palhano",3,181m²,4,5+,R$ 2.400.000
"Londrina, Centro",5+,470m²,5+,5+,R$ 2.890.000
"Londrina, Santa Rosa",3,323m²,4,4,R$ 4.000.000
"Londrina, Jardim Morumbi",3,205m²,4,5+,R$ 1.790.000
"Londrina, Gleba Fazenda Palhano",3,139m²,2,4,R$ 1.700.000
"Londrina, Operária",3,262m²,4,4,R$ 2.450.000
"Londrina, Terra Bonita",3,290m²,4,5+,R$ 2.500.000
"Londrina, Parque do Lago Juliana",4,340m²,4,5+,R$ 2.700.000
"Londrina, Terra Bonita",3,242m²,4,3,R$ 1.600.000
"Londrina, Tucano",5+,688m²,1,5+,R$ 4.800.000
"Londrina, Jardim São Jorge",3,159m²,3,3,R$ 1.970.000
"Londrina, Jardim São Jorge",3,159m²,3,3,R$ 1.900.000
"Londrina, Gleba Fazenda Palhano",3,168m²,2,4,R$ 2.100.000
"Londrina, Centro",3,460m²,1,4,R$ 3.000.000
"Londrina, Terra Bonita",3,225m²,4,3,R$ 1.700.000
"Cambé, Vila Salomé",3,191m²,4,4,R$ 1.490.000
"Londrina, Conjunto Habitacional Alexandre Urbanas",3,216m²,2,2,R$ 1.680.000
"Londrina, Gleba Fazenda Palhano",3,165m²,3,4,R$ 1.500.000
"Londrina, Recanto do Salto",3,220m²,2,4,R$ 2.650.000
"Londrina, Catuaí Parque Residence",4,333m²,5+,4,R$ 2.050.000
"Londrina, Jardim Nova Londrina",4,421m²,5+,3,R$ 2.250.000
"Londrina, Vivendas do Arvoredo",4,275m²,4,5+,R$ 3.500.000
"Londrina, Conjunto Habitacional Alexandre Urbanas",4,204m²,4,5+,R$ 1.650.000
"Londrina, Lago Parque",4,330m²,3,5+,R$ 1.450.000
"Londrina, Gleba Fazenda Palhano",3,216m²,4,5+,R$ 2.300.000
"Londrina, Recanto do Salto",4,460m²,4,5+,R$ 5.300.000
Sertanópolis,4,350m²,5+,5+,R$ 2.600.000
Sertanópolis,4,527m²,5+,5+,R$ 3.490.000
Sertanópolis,3,262m²,4,5+,R$ 2.190.000
"Londrina, Esperança",4,310m²,4,5+,R$ 3.450.000
"Londrina, Jardim São Jorge",5+,600m²,5+,5+,R$ 6.000.000
"Londrina, Jardim Itatiaia 2",4,270m²,2,3,R$ 2.200.000
"Londrina, Santa Rosa",3,323m²,4,5+,R$ 4.250.000
"Londrina, Jardim Shangri-la A",3,406m²,5+,2,R$ 1.750.000
"Londrina, Kennedy",3,280m²,2,4,R$ 1.560.000
"Londrina, Iguaçu",4,253m²,4,2,R$ 1.500.000
"Londrina, Santa Rosa",3,323m²,4,4,R$ 3.850.000
"Londrina, Vale dos Tucanos",4,299m²,5+,5+,R$ 2.500.000
"Cambé, Jardim União",4,369m²,4,5+,R$ 2.990.000
"Londrina, Centro",4,323m²,3,5+,R$ 1.585.000
"Londrina, Vivendas do Arvoredo",3,210m²,4,5+,R$ 3.750.000
"Londrina, Jardim Morumbi",3,200m²,4,5+,R$ 1.500.000
"Londrina, Gleba Fazenda Palhano",3,216m²,3,4,R$ 2.250.000
"Londrina, Jardim Morumbi",3,196m²,2,5+,R$ 1.500.000
"Londrina, Gleba Fazenda Palhano",3,127m²,2,3,R$ 1.450.000
"Londrina, Vivendas do Arvoredo",3,178m²,2,2,R$ 2.990.000
"Londrina, Esperança",4,640m²,4,5+,R$ 5.200.000
"Londrina, Santa Rosa",3,184m²,2,4,R$ 1.500.000
"Cambé, Jardim Tarobá",4,349m²,5+,5+,R$ 3.500.000
Sertanópolis,4,530m²,5+,5+,R$ 3.490.000
"Londrina, Vivendas do Arvoredo",3,178m²,2,5+,R$ 2.990.000
"Londrina, Gleba Fazenda Palhano",3,220m²,3,4,R$ 2.385.000
"Londrina, Colonial",4,2598m²,4,5+,R$ 4.900.000
"Londrina, Jardim Morumbi",3,175m²,2,3,R$ 1.500.000
"Londrina, Bela Suiça",3,156m²,2,5+,R$ 1.700.000
"Londrina, Recanto do Salto",3,265m²,2,5+,R$ 2.740.000
"Londrina, Gleba Fazenda Palhano",3,127m²,2,3,R$ 1.470.000
"Londrina, Gleba Fazenda Palhano",4,231m²,3,5+,R$ 1.900.000
"Londrina, Gleba Fazenda Palhano",3,173m²,2,5+,R$ 1.990.000
"Londrina, Jardim Londrilar",3,205m²,3,4,R$ 1.550.000
"Londrina, Gleba Fazenda Palhano",3,236m²,3,4,R$ 2.790.000
"Londrina, Bela Suiça",4,427m²,4,5+,R$ 5.980.000
"Londrina, Quebec",4,500m²,4,5+,R$ 1.500.000
"Londrina, Jardim São Jorge",3,159m²,2,4,R$ 1.695.000
"Cambé, Jardim União",3,370m²,2,5+,R$ 2.500.000
"Londrina, Gleba Fazenda Palhano",3,195m²,1,4,R$ 2.089.000
"Londrina, Condomínio Royal Golf Residence",5+,900m²,5+,5+,R$ 12.000.000
Sertanópolis,4,260m²,5+,1,R$ 2.000.000
"Londrina, Boa Vista",3,517m²,5+,5+,R$ 3.700.000
"Londrina, Recanto do Salto",3,265m²,4,2,R$ 2.740.000
"Londrina, Gleba Fazenda Palhano",3,173m²,2,5+,R$ 1.855.000
"Londrina, Gleba Fazenda Palhano",3,165m²,2,5+,R$ 1.600.000
"Londrina, Conjunto Habitacional Alexandre Urbanas",3,190m²,4,5+,R$ 1.490.000
"Londrina, Gleba Fazenda Palhano",4,288m²,4,4,R$ 3.750.000
"Londrina, Gleba Fazenda Palhano",3,221m²,3,4,R$ 2.400.000
"Londrina, Gleba Fazenda Palhano",3,216m²,4,3,R$ 2.420.000
"Londrina, Gleba Fazenda Palhano",3,216m²,4,4,R$ 2.500.000
"Londrina, Caiçaras",4,295m²,4,5+,R$ 2.650.000
"Londrina, Centro",4,580m²,2,5+,R$ 2.030.000
"Londrina, Caiçaras",4,549m²,5+,5+,R$ 4.700.000
"Londrina, Quebec",5+,460m²,4,5+,R$ 3.500.000
"Londrina, Santa Rosa",3,245m²,3,2,R$ 3.390.000
"Londrina, Recanto do Salto",3,288m²,2,5+,R$ 3.350.000
"Cambé, Centro",3,186m²,4,3,R$ 1.790.000
"Cambé, Jardim União",4,369m²,4,5+,R$ 2.990.000
"Londrina, Recanto do Salto",3,286m²,4,5+,R$ 3.200.000
"Londrina, Operária",4,265m²,4,1,R$ 1.490.000
"Londrina, Esperança",4,327m²,4,5+,R$ 5.500.000
"Londrina, Jardim Londrilar",3,166m²,2,4,R$ 1.450.000
"Londrina, Santa Rosa",3,323m²,4,5+,R$ 4.200.000
"Londrina, Esperança",3,287m²,4,4,R$ 3.400.000
"Londrina, Gleba Fazenda Palhano",3,221m²,4,4,R$ 2.490.000
"Londrina, Esperança",3,223m²,4,5+,R$ 2.400.000
"Londrina, Recanto do Salto",4,376m²,4,4,R$ 3.900.000
"Londrina, Jardim Morumbi",3,181m²,4,3,R$ 1.590.000
"Londrina, Gleba Fazenda Palhano",3,155m²,2,5+,R$ 1.600.000
"Londrina, Terra Bonita",3,242m²,2,4,R$ 1.590.000
"Londrina, Aragarça",3,365m²,4,2,R$ 1.800.000
"Londrina, Esperança",3,266m²,1,5+,R$ 2.100.000
"Londrina, Gleba Fazenda Palhano",3,155m²,3,5+,R$ 1.660.000
"Londrina, Gleba Fazenda Palhano",3,181m²,2,3,R$ 2.790.000
"Londrina, Jardim Londrilar",3,205m²,3,4,R$ 1.550.000
"Londrina, Lago Parque",3,380m²,5+,5+,R$ 2.450.000
"Londrina, Esperança",4,351m²,5+,5+,R$ 3.500.000
"Cambé, Recanto Santa Andréa",5+,510m²,5+,5+,R$ 2.200.000
"Cambé, Centro",3,230m²,2,4,R$ 2.299.000
"Londrina, Vivendas do Arvoredo",5+,350m²,3,5+,R$ 4.990.000
"Londrina, Santa Rosa",3,182m²,2,5+,R$ 2.100.000
"Cambé, Recanto dos Pinheiros",4,400m²,3,5+,R$ 2.850.000
"Londrina, Gleba Fazenda Palhano",3,207m²,3,4,R$ 2.490.000
"Londrina, Esperança",4,250m²,4,5+,R$ 3.200.000
"Londrina, Centro",4,470m²,2,4,R$ 1.700.000
"Londrina, Gleba Fazenda Palhano",3,166m²,2,5+,R$ 1.550.000
"Londrina, Jardim Itatiaia 1",4,574m²,4,5+,R$ 2.800.000
"Londrina, Condomínio Royal Golf Residence",4,731m²,5+,5+,R$ 15.000.000
"Londrina, Gleba Fazenda Palhano",3,216m²,3,5+,R$ 2.140.000
"Londrina, Gleba Fazenda Palhano",3,185m²,4,5+,R$ 2.200.000
"Londrina, Gleba Fazenda Palhano",3,155m²,2,4,R$ 1.890.000
"Londrina, Nikko",3,198m²,3,5+,R$ 2.520.000
"Londrina, Granville Parque Residencial",4,515m²,4,5+,R$ 2.150.000
"Londrina, Vivendas do Arvoredo",3,400m²,4,4,R$ 5.260.000
"Londrina, Guanabara",4,378m²,4,5+,R$ 6.850.000
"Londrina, Gleba Fazenda Palhano",4,207m²,3,5+,R$ 2.349.000
"Londrina, Gleba Fazenda Palhano",4,235m²,3,5+,R$ 2.950.000
"Londrina, Bela Suiça",3,156m²,2,4,R$ 1.700.000
"Londrina, Jardim Burle Marx",4,300m²,5+,4,R$ 1.680.000
"Londrina, Esperança",3,220m²,2,3,R$ 1.680.000
"Londrina, Jardim Morumbi",4,273m²,2,3,R$ 1.495.000
"Londrina, Esperança",3,295m²,4,5+,R$ 2.990.000
"Londrina, Vivendas do Arvoredo",3,280m²,2,4,R$ 4.200.000
"Londrina, Esperança",4,500m²,3,5+,R$ 3.900.000
"Londrina, Bela Suiça",4,419m²,4,5+,R$ 5.000.000
"Londrina, Gleba Fazenda Palhano",3,216m²,3,5+,R$ 2.200.000
"Londrina, Bela Suiça",4,419m²,4,5+,R$ 4.250.000
"Londrina, Santa Rosa",3,323m²,4,4,R$ 4.299.000
"Londrina, Parque Jamaica",4,246m²,2,3,R$ 1.500.000
"Londrina, Canaã",4,436m²,4,5+,R$ 2.500.000
"Londrina, Esperança",3,242m²,3,4,R$ 2.650.000
"Londrina, Gleba Fazenda Palhano",3,167m²,2,5+,R$ 1.900.000
"Londrina, Gleba Fazenda Palhano",3,216m²,3,5+,R$ 2.350.000
"Londrina, Conjunto Habitacional Alexandre Urbanas",3,172m²,4,3,R$ 1.750.000
"Londrina, Terras de Santana II",4,316m²,2,5+,R$ 2.500.000
"Londrina, Tucano",5+,747m²,4,5+,R$ 4.500.000
"Londrina, Gleba Fazenda Palhano",3,130m²,2,4,R$ 1.450.000
"Londrina, Esperança",4,318m²,2,4,R$ 2.799.000
"Londrina, Gleba Fazenda Palhano",4,285m²,4,5+,R$ 3.100.000
"Londrina, Terras de Santana II",3,287m²,4,3,R$ 3.199.000
"Londrina, Santa Rosa",3,323m²,4,4,R$ 3.850.000
"Londrina, Esperança",3,234m²,4,5+,R$ 2.500.000
"Cambé, Jardim Ana Eliza",4,420m²,4,5+,R$ 1.950.000
"Londrina, Tucano",4,547m²,5+,5+,R$ 4.600.000
"Londrina, Terras de Santana II",3,185m²,4,4,R$ 1.690.000
"Londrina, Vivendas do Arvoredo",4,275m²,4,5+,R$ 4.130.000
"Londrina, Santa Rosa",3,323m²,4,4,R$ 3.850.000
"Londrina, Centro",4,405m²,2,5+,R$ 1.600.000
"Londrina, Gleba Fazenda Palhano",3,181m²,4,5+,R$ 1.950.000
"Londrina, Gleba Fazenda Palhano",3,185m²,3,5+,R$ 1.899.000
"Londrina, Colina Verde",4,302m²,4,5+,R$ 1.650.000
"Londrina, Mediterrâneo",4,549m²,5+,5+,R$ 3.500.000
"Londrina, Gleba Fazenda Palhano",3,216m²,4,5+,R$ 2.500.000
"Londrina, Gleba Fazenda Palhano",3,216m²,4,5+,R$ 2.400.000
"Londrina, Mediterrâneo",4,350m²,5+,5+,R$ 1.700.000
"Londrina, Esperança",3,313m²,4,4,R$ 3.500.000
"Londrina, Jardim do Lago",3,217m²,2,3,R$ 1.750.000
"Londrina, Gleba Fazenda Palhano",3,181m²,2,4,R$ 2.500.000
"Londrina, Jardim São Jorge",4,256m²,3,5+,R$ 3.290.000
"Londrina, Vivendas do Arvoredo",3,178m²,2,5+,R$ 2.990.000
"Londrina, Aurora",4,360m²,4,2,R$ 1.800.000
"Londrina, Vivendas do Arvoredo",5+,500m²,4,5+,R$ 4.000.000
"Londrina, Santa Rosa",3,127m²,2,4,R$ 1.450.000
"Londrina, Esperança",5+,365m²,4,5+,R$ 3.500.000
"Londrina, Gleba Fazenda Palhano",4,410m²,4,5+,R$ 3.600.000
"Londrina, Jardim Morumbi",4,200m²,2,5+,R$ 1.860.000
"Londrina, Gleba Fazenda Palhano",3,181m²,4,4,R$ 2.400.000
"Cambé, Jardim União",4,310m²,5+,5+,R$ 2.800.000
"Londrina, Santa Rosa",3,115m²,2,2,R$ 1.500.000
"Londrina, Jardim Morumbi",3,231m²,4,4,R$ 1.600.000
"Londrina, Ideal",4,290m²,2,5+,R$ 2.200.000
"Londrina, Esperança",4,346m²,4,2,R$ 2.480.000
"Londrina, Santa Rosa",3,205m²,2,5+,R$ 2.300.000
"Londrina, Recanto do Salto",3,265m²,2,4,R$ 3.950.000
"Londrina, Gleba Fazenda Palhano",3,165m²,2,5+,R$ 1.500.000
"Londrina, Rodocentro",3,178m²,2,5+,R$ 2.990.000
"Londrina, Gleba Fazenda Palhano",3,216m²,3,3,R$ 2.280.000
"Londrina, Santa Rosa",3,245m²,3,4,R$ 3.390.000
"Londrina, Olímpico",4,239m²,4,3,R$ 1.500.000
"Londrina, Santa Rosa",3,245m²,3,5+,R$ 3.200.000
"Londrina, Canaã",5+,322m²,4,5+,R$ 2.200.000
"Londrina, Gleba Fazenda Palhano",3,180m²,2,4,R$ 2.990.000
"Londrina, Mediterrâneo",5+,549m²,5+,5+,R$ 3.500.000
"Londrina, Gleba Fazenda Palhano",3,146m²,2,4,R$ 1.654.000
"Londrina, Gleba Fazenda Palhano",3,173m²,2,5+,R$ 1.580.000
"Londrina, Gleba Fazenda Palhano",3,221m²,4,5+,R$ 2.500.000
"Londrina, Vivendas do Arvoredo",3,178m²,2,5+,R$ 2.990.000
"Londrina, Vivendas do Arvoredo",3,178m²,4,5+,R$ 2.990.000
"Londrina, Vivendas do Arvoredo",3,178m²,2,5+,R$ 2.990.000
"Londrina, Santa Rosa",3,245m²,3,3,R$ 3.390.000
"Londrina, Vivendas do Arvoredo",3,178m²,2,5+,R$ 2.990.000
"Londrina, Vivendas do Arvoredo",3,178m²,2,4,R$ 2.990.000
"Londrina, Gleba Fazenda Palhano",3,178m²,4,4,R$ 2.990.000
"Londrina, Gleba Fazenda Palhano",3,165m²,2,4,R$ 1.600.000
"Londrina, Rodocentro",3,178m²,2,5+,R$ 2.990.000
"Londrina, Gleba Fazenda Palhano",3,181m²,4,3,R$ 2.500.000
"Londrina, Santa Rosa",3,245m²,3,5+,R$ 3.490.000
"Londrina, Santa Rosa",3,245m²,3,5+,R$ 3.390.000
"Londrina, Jardim Londrilar",4,205m²,3,5+,R$ 1.550.000
"Londrina, Santa Rosa",3,245m²,3,5+,R$ 3.390.000
"Londrina, Itamarati",5+,428m²,5+,5+,R$ 2.280.000
"Londrina, Jardim do Lago",3,217m²,2,5+,R$ 1.850.000
"Londrina, Esperança",3,320m²,5+,5+,R$ 1.600.000
"Londrina, Gleba Fazenda Palhano",3,181m²,4,5+,R$ 2.400.000
"Londrina, Gleba Fazenda Palhano",4,319m²,4,5+,R$ 3.900.000
"Londrina, Santa Rosa",3,245m²,3,1,R$ 3.390.000
"Londrina, Gleba Fazenda Palhano",4,235m²,4,5+,R$ 3.600.000
"Londrina, Esperança",4,450m²,5+,5+,R$ 2.290.000
"Londrina, Esperança",4,226m²,2,4,R$ 2.500.000
"Londrina, Gleba Fazenda Palhano",3,236m²,3,5+,R$ 2.790.000
"Londrina, Conjunto Habitacional Alexandre Urbanas",3,190m²,4,4,R$ 1.488.900
"Londrina, Gleba Fazenda Palhano",4,370m²,4,5+,R$ 3.970.000
"Londrina, Vivendas do Arvoredo",3,178m²,4,5+,R$ 2.990.000
"Londrina, Bela Suiça",3,154m²,2,5+,R$ 2.000.000
"Londrina, Terra Bonita",4,360m²,4,5+,R$ 1.780.000
"Londrina, Gleba Simon Frazer",3,239m²,4,4,R$ 1.690.000
"Londrina, Gleba Fazenda Palhano",3,221m²,4,5+,R$ 2.620.000
"Cambé, Jardim Tarobá",4,353m²,5+,5+,R$ 3.890.000
"Londrina, Vivendas do Arvoredo",3,178m²,4,5+,R$ 2.990.000
"Londrina, Colina Verde",4,302m²,3,4,R$ 1.650.000
"Londrina, Gleba Simon Frazer",3,200m²,4,4,R$ 1.700.000
"Londrina, Gleba Fazenda Palhano",5+,330m²,4,5+,R$ 3.000.000
"Londrina, Jardim Morumbi",3,232m²,4,4,R$ 1.790.000
"Londrina, Bela Suiça",4,419m²,4,5+,R$ 4.850.000
"Londrina, Gleba Fazenda Palhano",3,221m²,3,5+,R$ 2.150.000
"Cambé, Loteamento Residencial Portal do Lago",3,186m²,4,4,R$ 1.790.000
"Londrina, Esperança",4,284m²,4,5+,R$ 2.990.000
"Londrina, Centro",4,404m²,3,5+,R$ 1.950.000
"Londrina, Esperança",5+,480m²,3,5+,R$ 7.800.000
"Londrina, Esperança",4,300m²,5+,4,R$ 2.990.000
"Londrina, Centro",4,287m²,3,5+,R$ 1.950.000
"Cambé, Recanto Santa Andréa",4,600m²,4,5+,R$ 2.600.000
"Londrina, Bela Suiça",3,232m²,3,4,R$ 2.650.000
"Londrina, Olímpico",3,184m²,4,4,R$ 1.450.000
"Londrina, Terra Bonita",3,225m²,4,3,R$ 1.700.000
"Londrina, Conjunto Habitacional Alexandre Urbanas",3,210m²,4,4,R$ 1.570.000
"Londrina, Recanto do Salto",3,265m²,2,4,R$ 2.740.000
"Londrina, Guanabara",3,378m²,4,5+,R$ 7.200.000
"Londrina, Santa Rosa",3,207m²,3,5+,R$ 2.400.000
"Londrina, Conjunto Habitacional Alexandre Urbanas",3,190m²,4,4,R$ 1.490.000
"Londrina, Granville Parque Residencial",3,320m²,2,5+,R$ 1.830.000
"Londrina, Jardim São Jorge",3,159m²,2,4,R$ 2.030.000
"Londrina, Gleba Fazenda Palhano",4,240m²,3,5+,R$ 1.700.000
"Londrina, Jardim São Jorge",4,723m²,4,5+,R$ 6.000.000
"Londrina, Gleba Fazenda Palhano",3,165m²,2,3,R$ 1.550.000
"Londrina, Jardim São Jorge",5+,672m²,5+,5+,R$ 6.000.000
"Londrina, Esperança",4,376m²,4,5+,R$ 3.900.000
"Londrina, Vivendas do Arvoredo",3,192m²,2,4,R$ 2.650.000
"Cambé, Jardim das Mansões",3,512m²,4,5+,R$ 3.500.000
"Londrina, Cláudia",4,300m²,4,5+,R$ 2.200.000
Porecatu,3,296m²,5+,3,R$ 2.800.000
"Cambé, Vila Salomé",3,200m²,4,4,R$ 1.790.000
"Londrina, Leste Oeste",4,651m²,5+,3,R$ 3.900.000
"Londrina, Gleba Fazenda Palhano",3,285m²,3,5+,R$ 3.100.000
"Londrina, Gleba Fazenda Palhano",2,146m²,1,3,R$ 1.722.100
"Londrina, Gleba Fazenda Palhano",3,142m²,1,3,R$ 1.738.000
"Londrina, Champagnat",4,477m²,4,5+,R$ 3.005.000
"Londrina, Operária",3,353m²,5+,2,R$ 1.800.000
"Londrina, Lago Parque",3,365m²,5+,4,R$ 2.505.000
"Londrina, Esperança",3,213m²,5+,2,R$ 2.000.000
"Londrina, Esperança",3,300m²,4,1,R$ 3.000.000
"Londrina, Esperança",4,284m²,2,5+,R$ 3.300.000
"Londrina, Vivendas do Arvoredo",5+,530m²,5+,5+,R$ 8.500.000
"Londrina, Esperança",3,187m²,2,5+,R$ 2.100.000
"Londrina, Gleba Fazenda Palhano",3,167m²,2,1,R$ 1.700.000
"Londrina, Jardim Morumbi",3,200m²,4,4,R$ 1.700.000
"Londrina, Araxá",3,367m²,5+,5+,R$ 1.600.000
"Londrina, Gleba Fazenda Palhano",3,210m²,4,5+,R$ 3.750.000
Ibiporã,4,280m²,3,3,R$ 1.800.000
"Londrina, Gleba Fazenda Palhano",3,165m²,2,4,R$ 1.500.000
"Londrina, Esperança",3,341m²,4,5+,R$ 2.400.000
Ibiporã,5+,268m²,2,4,R$ 1.700.000
"Cambé, Centro",4,342m²,5+,5+,R$ 3.800.000
"Londrina, Gleba Fazenda Palhano",3,151m²,2,5+,R$ 1.700.000
Ibiporã,5+,268m²,4,3,R$ 1.789.000
"Londrina, Bela Suiça",4,232m²,4,5+,R$ 2.850.000
"Londrina, Gleba Fazenda Palhano",4,410m²,4,1,R$ 3.600.000
"Londrina, Gleba Fazenda Palhano",3,167m²,2,5+,R$ 1.800.000
"Londrina, Jardim Império do Sol",5+,351m²,4,3,R$ 1.670.000
"Londrina, Esperança",4,329m²,4,5+,R$ 2.750.000
"Arapongas, Jardim Aeroporto",4,288m²,4,3,R$ 3.200.000
"Londrina, Estância Santa Paula",4,441m²,4,1,R$ 3.980.000
"Londrina, Caravelle",4,500m²,4,5+,R$ 2.499.000
"Londrina, Gleba Fazenda Palhano",4,231m²,3,3,R$ 1.590.000
"Londrina, Jardim Londrilar",3,204m²,3,5+,R$ 1.550.000
"Londrina, Aurora",5+,380m²,2,5+,R$ 2.000.000
"Londrina, Centro",4,367m²,4,4,R$ 2.200.000
"Londrina, Gleba Fazenda Palhano",3,236m²,3,5+,R$ 3.250.000
"Londrina, Gleba Fazenda Palhano",3,323m²,4,2,R$ 4.500.000
"Londrina, Gleba Fazenda Palhano",3,187m²,2,4,R$ 2.400.000
"Londrina, Esperança",3,313m²,2,4,R$ 3.400.000
"Londrina, Esperança",4,502m²,5+,5+,R$ 6.900.000
"Londrina, Bela Suiça",4,419m²,4,5+,R$ 5.300.000
"Londrina, Bela Suiça",4,333m²,4,5+,R$ 4.000.000
"Cambé, Recanto Santa Andréa",3,361m²,5+,3,R$ 2.200.000
Ribeirão Claro,1,47m²,1,1,R$ 3.000.000
"Londrina, Jardim São Jorge",4,283m²,4,5+,R$ 4.400.000
"Londrina, Parque Residencial Alcântara",4,279m²,5+,5+,R$ 2.200.000
"Londrina, Gleba Fazenda Palhano",3,110m²,3,2,R$ 1.475.000
"Londrina, Gleba Fazenda Palhano",3,185m²,2,5+,R$ 1.890.000
"Londrina, Gleba Fazenda Palhano",3,230m²,2,3,R$ 2.000.000
"Londrina, Gleba Fazenda Palhano",3,216m²,4,3,R$ 2.350.000
"Londrina, Esperança",4,350m²,5+,5+,R$ 3.800.000
"Londrina, Jardim Presidente",5+,370m²,2,5+,R$ 2.500.000
"Londrina, Esperança",4,400m²,4,4,R$ 3.250.000
"Londrina, Esperança",3,181m²,4,5+,R$ 1.990.000
"Cambé, Estância Cabral",5+,300m²,5+,5+,R$ 1.680.000
"Londrina, Parque Residencial Alcântara",3,412m²,4,5+,R$ 2.200.000
"Londrina, Gleba Fazenda Palhano",3,151m²,2,5+,R$ 1.900.000
"Londrina, Vivendas do Arvoredo",4,283m²,5+,4,R$ 3.290.000
"Londrina, Santa Rosa",4,207m²,3,5+,R$ 2.400.000
"Londrina, Jardim São Jorge",5+,658m²,4,5+,R$ 5.990.000
"Londrina, Conjunto Habitacional Alexandre Urbanas",3,197m²,2,4,R$ 1.589.900
"Londrina, Bela Suiça",4,333m²,4,5+,R$ 3.950.000
"Londrina, Hedy",3,264m²,2,5+,R$ 1.599.000
"Londrina, Universitário",3,260m²,5+,5+,R$ 1.490.000
"Londrina, Bela Suiça",3,156m²,2,5+,R$ 1.700.000
"Cambé, Chácara Santa Maria",4,500m²,5+,5+,R$ 1.980.000
"Londrina, Gleba Fazenda Palhano",3,216m²,3,1,R$ 2.350.000
"Londrina, Gleba Fazenda Palhano",4,319m²,2,5+,R$ 3.900.000
"Londrina, Catuaí Parque Residence",4,327m²,2,2,R$ 2.700.000
"Londrina, Guanabara",4,197m²,4,4,R$ 2.500.000
"Cambé, Jardim Tarobá",4,369m²,4,5+,R$ 2.990.000
"Cambé, Centro",3,166m²,2,4,R$ 1.500.000
"Cambé, Centro",3,161m²,3,4,R$ 1.428.000
"Cambé, Centro",3,161m²,3,4,R$ 1.450.000
"Londrina, Tucano",5+,410m²,4,5+,R$ 1.890.000
"Londrina, Lima Azevedo",5+,468m²,5+,5+,R$ 1.990.000
"Londrina, Gleba Fazenda Palhano",4,380m²,4,5+,R$ 3.400.000
"Londrina, Esperança",4,283m²,4,5+,R$ 3.100.000
"Londrina, Centro",4,331m²,2,5+,R$ 2.300.000
"Cambé, Vila Salomé",3,196m²,4,4,R$ 1.800.000
"Londrina, Gleba Fazenda Palhano",3,181m²,2,5+,R$ 2.080.000
"Londrina, Vivendas do Arvoredo",5+,470m²,4,5+,R$ 7.500.000
"Cambé, Vila Salomé",3,186m²,4,4,R$ 1.790.000
"Londrina, Vivendas do Arvoredo",3,192m²,2,5+,R$ 2.650.000
"Londrina, Ideal",3,240m²,2,2,R$ 1.750.000
Sertanópolis,4,261m²,4,5+,R$ 2.000.000
"Londrina, Vivendas do Arvoredo",4,400m²,4,5+,R$ 5.250.000
"Londrina, Caiçaras",4,549m²,5+,5+,R$ 4.700.000
"Londrina, Parque Residencial Alcântara",3,500m²,2,5+,R$ 2.200.000
"Londrina, Terras de Santana II",4,316m²,2,4,R$ 2.400.000
"Londrina, Centro",3,150m²,4,5+,R$ 1.445.000
Jandaia do Sul,5+,400m²,4,4,R$ 1.410.000
"Londrina, Vivendas do Arvoredo",4,403m²,4,5+,R$ 3.990.000
"Londrina, Santa Rosa",3,274m²,3,5+,R$ 3.400.000
"Londrina, Esperança",5+,580m²,5+,5+,R$ 3.000.000
"Londrina, Jardim São Jorge",5+,515m²,5+,5+,R$ 7.000.000
"Londrina, Guanabara",3,269m²,3,4,R$ 3.380.000
"Londrina, Conjunto Habitacional Alexandre Urbanas",3,180m²,4,5+,R$ 1.750.000
"Londrina, Bela Suiça",5+,1000m²,3,5+,R$ 17.000.000
"Londrina, Santa Rosa",4,207m²,3,4,R$ 2.350.000
"Londrina, Bela Suiça",5+,816m²,5+,5+,R$ 15.000.000
"Londrina, Esperança",3,170m²,4,4,R$ 1.550.000
"Londrina, Vivendas do Arvoredo",5+,544m²,5+,5+,R$ 7.500.000
"Londrina, Mediterrâneo",5+,549m²,5+,5+,R$ 3.500.000
"Londrina, Gleba Fazenda Palhano",3,183m²,2,3,R$ 1.990.000
"Londrina, Esperança",3,210m²,2,3,R$ 1.650.000
"Londrina, Bela Suiça",3,232m²,3,5+,R$ 2.700.000
"Londrina, Gleba Fazenda Palhano",3,323m²,4,5+,R$ 4.300.000
"Londrina, Bela Suiça",3,232m²,4,4,R$ 2.850.000
"Londrina, Gleba Fazenda Palhano",3,216m²,4,4,R$ 2.350.000
"Londrina, Esperança",4,313m²,4,5+,R$ 3.350.000
"Londrina, Jardim do Lago",3,213m²,2,5+,R$ 1.750.000
"Londrina, Recanto do Salto",3,365m²,4,5+,R$ 2.900.000
"Londrina, Centro",4,403m²,2,4,R$ 1.800.000
"Londrina, Gleba Simon Frazer",3,197m²,4,5+,R$ 1.650.000
"Londrina, Conjunto Habitacional Alexandre Urbanas",3,197m²,4,4,R$ 1.590.000
"Londrina, Esperança",4,360m²,5+,5+,R$ 2.400.000
