Bairro,Numero de quartos,Metros quadrados,Vagas de Garagem,Numero de Banheiros,Preço
Brasília,2,44,1,1,165000
Conjunto Café,4,130,1,3,400000
Cidade Industrial 2,2,70,1,1,210000
Selva,2,67,1,1,194100
Gleba Fazenda Palhano,4,200,3,4,1960000
Gleba Fazenda Palhano,2,46,1,1,320000
Gleba Fazenda Palhano,3,181,2,5,2790000
Vivendas do Arvoredo,3,179,2,5,2990000
Perobinha,2,43,1,1,110000
Terra Bonita,3,140,4,3,999000
Vivendas do Arvoredo,4,489,4,5,5100000
Conjunto Farid Libos,2,62,1,1,265000
Residencial Abussafe,2,144,4,1,450000
Gleba Fazenda Palhano,3,114,2,2,1350000
Vivendas do Arvoredo,3,178,2,4,2990000
Brasília,3,92,2,2,470000
Santa Rosa,3,245,3,5,2190000
Residencial José B Almeida,3,75,1,1,460000
Jardim São Jorge,3,159,2,5,1990000
Aurora,2,55,1,2,440800
Loteamento Chamonix,3,144,2,3,670000
Antares,3,56,1,1,235000
Terras de Santana II,3,272,1,3,860374
Centro,4,208,2,4,778000
Cafezal,3,115,4,1,450000
Alto da Colina,1,26,1,1,150000
Gleba Fazenda Palhano,2,54,1,1,395000
Quebec,3,445,4,5,2000000
Jardim Pérola,3,83,1,2,400000
Terra Bonita,3,84,2,2,750000
Brasília,3,98,2,2,495000
Cidade Industrial 2,2,45,1,1,190000
Espanha,3,132,4,2,415000
Lagoa Dourada,2,55,1,1,140000
Terra Bonita,2,62,1,2,718000
Jardim São Jorge,3,95,2,2,140000
Santa Rosa,3,245,3,5,2300000
Terras de Santana II,3,360,2,4,2550000
Vila Nova,2,53,1,1,330000
Centro,2,55,1,1,215000
Vila Ipiranga,3,67,1,1,219900
Brasília,2,46,1,1,265000
Ideal,2,47,1,1,198000
Conceição,3,70,1,2,340000
Santa Rosa,3,108,2,3,1240000
Parque Jamaica,2,49,1,1,121900
Jardim Tókio,3,250,2,1,380000
Centro,3,74,1,3,350000
Granville Parque Residencial,3,167,4,5,1750000
Cafezal,3,150,5,2,410000
Jardim Tókio,3,247,4,4,680000
Gleba Fazenda Palhano,3,75,1,2,670000
Leonor,3,145,1,1,260000
Terra Bonita,3,225,4,3,1700000
Jardim Sabará,2,44,1,1,150000
Gleba Fazenda Palhano,2,48,1,1,310000
Aurora,2,50,1,1,450000
Gleba Fazenda Palhano,3,286,4,5,3099000
Vila Ipiranga,3,103,1,2,290000
Jardim Morumbi,2,91,1,2,249000
Vivendas do Arvoredo,3,319,4,2,3990000
Santa Rosa,3,127,2,3,1414000
Jardim Europa,3,97,1,2,240000
Guanabara,4,668,5,5,6800000
Vila Larsen 1,2,57,2,2,299000
Jardim Paris,2,100,2,2,165000
Franca,2,44,1,1,90000
Parque Jamaica,2,46,1,1,170000
Brasília,3,120,2,2,545000
Brasília,2,42,1,1,130000
Centro,2,65,1,2,225000
Guanabara Parque Boulevard,2,89,2,2,915000
Gleba Fazenda Palhano,2,75,2,2,770000
Centro,4,405,3,5,1600000
Cidade Industrial 2,2,45,1,1,230000
Aragarça,3,163,2,3,1380000
Aurora,2,75,1,2,630000
Veraliz,2,57,1,2,390000
Recanto do Salto,3,298,2,5,3200000
Jardim Presidente,3,71,2,2,580000
Jardim Morumbi,2,41,1,1,100148
Jardim Morumbi,3,60,2,1,230000
Jardim Vilas Boas,3,225,4,5,1300000
Jardim São Jorge,3,119,2,2,1000000
Brasília,3,132,3,2,580000
Jardim Nova Esperança,2,70,1,1,250000
Jardim Planalto,1,111,3,2,560000
Gleba Fazenda Palhano,3,173,2,5,1580000
Brasília,3,75,1,1,350000
Brasília,2,70,1,1,190000
Gleba Fazenda Palhano,3,235,3,5,2950000
Gleba Fazenda Palhano,2,44,1,1,280000
Jardim Montecatini,2,69,2,1,325000
Gleba Simon Frazer,3,88,1,2,420000
Jardim Higienópolis,3,66,1,2,300000
Brasília,2,56,1,1,150000
Brasília,2,43,1,1,181000
Jardim São Tomás,3,61,4,1,447000
Jardim Burle Marx,4,304,4,5,1200000
Brasília,3,126,2,3,387000
Brasília,2,161,4,3,370000
Gleba Fazenda Palhano,3,124,2,3,1100000
Centro,3,121,1,2,470000
Jardim Morumbi,3,140,2,3,1100000
Centro,3,73,1,2,380000
Vila Santa Terezinha,2,51,2,1,380000
Cidade Industrial 2,2,47,1,1,197000
Jardim Morumbi,3,57,1,1,240000
Jardim Morumbi,2,53,1,1,398000
Aurora,3,69,1,2,450000
Campo Belo,3,66,1,1,270000
Esperança,3,250,4,4,2690000
Judith,3,179,1,2,950000
Jardim Santa Cruz,2,53,1,1,135000
Gleba Fazenda Palhano,2,92,2,3,1080000
Vivendas do Arvoredo,4,374,4,5,4700000
Terra Bonita,2,62,2,2,650000
Champagnat,2,65,1,2,375000
Gleba Fazenda Palhano,4,720,4,5,13500000
Centro,3,64,1,2,180000
Jardim Maria Celina,2,52,1,1,200000
Centro,3,141,2,3,580000
Gleba Fazenda Palhano,2,50,1,1,267000
Brasília,3,115,2,3,470000
Santa Rosa,3,127,2,5,1390000
Jardim Agari,2,57,1,1,450000
Vitória,4,200,4,3,750000
Jardim Santos Paulo,3,112,1,2,460000
Aurora,2,55,1,1,350000
Gleba Fazenda Palhano,2,65,2,1,690000
Jardim Tarumã,5,181,5,3,720000
Cláudia,3,76,1,3,328000
Centro,1,57,1,2,270000
Gleba Fazenda Palhano,3,165,2,3,1500000
Brasília,3,200,3,2,297000
Centro,3,77,3,2,698000
Centro,3,125,1,3,450000
Parque Residencial Alcântara,3,250,4,2,1790000
Vila Santa Terezinha,3,647,4,4,500000
Centro,3,94,1,3,550000
Recanto do Salto,3,298,4,2,3800000
Paraíso,2,46,1,1,165000
Mediterrâneo,5,550,4,5,3500000
Gleba Fazenda Palhano,3,173,2,4,1850000
Condomínio Vale do Arvoredo,4,220,4,4,1400000
Cláudia,3,55,1,1,260000
Califórnia,2,188,5,2,480000
Industrial,4,150,3,2,500000
Santa Rita 2,3,55,1,1,140000
Santa Rosa,3,77,2,2,750000
Vila Goes,5,290,4,5,750000
Jardim Montecatini,3,75,2,2,410000
Centro,3,87,1,3,385000
Colinas,2,44,1,1,65000
Petrópolis,3,113,2,2,720000
Esperança,3,221,4,5,2500000
Judith,3,84,1,2,690000
Centro,3,64,2,2,498000
Jardim Agari,2,45,1,1,130000
Gleba Fazenda Palhano,3,216,4,5,3390000
Gleba Fazenda Palhano,2,60,1,2,735000
Centro,3,148,2,3,680000
Gleba Fazenda Palhano,3,167,2,5,1750000
Jardim Portal dos Pioneiros,3,77,2,2,420000
Centro,3,128,2,2,920000
Residencial José B Almeida,1,70,1,2,270000
Brasília,2,70,1,2,636000
Jardim Londrilar,3,139,2,2,795000
Califórnia,2,93,3,1,295000
Jardim Planalto,4,90,1,1,247000
Nossa Senhora de Lourdes,3,47,1,2,220000
Brasília,3,171,4,3,780000
Mediterrâneo,5,549,5,5,3500000
Andrade,4,340,4,5,990000
Conjunto Semiramis Barros Braga,2,126,2,1,197000
Colinas,2,90,2,1,240000
Vivendas do Arvoredo,4,499,4,5,4650000
Brasília,3,83,1,2,350000
Gleba Fazenda Palhano,3,110,2,2,1100000
Parque Residencial Joaquim Toledo Piza,3,130,2,2,696000
Gleba Fazenda Palhano,3,98,2,2,1045450
Centro,3,90,1,1,480000
Centro,2,66,1,2,350000
Brasília,3,76,2,2,711000
Gleba Fazenda Palhano,2,85,1,1,950000
Jardim Portal de Itamaracá,3,84,2,2,350000
Conjunto Habitacional Alexandre Urbanas,3,230,4,1,1250000
Jardim Belo Horizonte,4,175,4,3,750000
Jardim Shangri-la A,3,67,2,2,565000
Conjunto Habitacional Alexandre Urbanas,3,152,4,3,1400000
Olímpico,2,47,1,1,250000
Gleba Fazenda Palhano,3,181,3,5,1950000
Hedy,3,264,5,3,1550000
Gleba Fazenda Palhano,2,62,1,1,620000
Brasília,3,160,4,2,500000
Centro,2,57,2,2,435000
Santa Rosa,3,245,3,5,3390000
Brasília,3,123,2,2,550000
Tietê,2,42,1,1,139000
Jardim Montecatini,3,145,2,2,1175000
Centro,1,36,1,1,200000
Gleba Fazenda Palhano,2,58,1,2,670000
Jardim Montecatini,2,78,2,2,319880
Cidade Industrial 2,2,47,1,1,195000
Gleba Fazenda Palhano,2,74,1,2,620000
Brasília,3,89,3,2,580000
Aurora,3,68,1,2,588000
Brasília,3,216,2,3,990000
Messiânico,3,170,2,3,960000
Pacaembu,4,226,3,4,1090000
Leonor,2,46,1,1,85000
Jardim Presidente,3,71,2,2,730000
Gleba Fazenda Palhano,3,165,4,3,1980000
Califórnia,2,180,2,1,300000
Granville Parque Residencial,3,320,4,5,1600000
Jardim Santa Cruz,2,48,1,1,140000
Jardim Morumbi,2,64,1,2,450000
Veraliz,3,71,2,2,547900
Newton Guimarães,3,132,2,3,250000
Vila Santa Terezinha,3,64,1,1,470000
Cafezal,5,132,3,2,270000
Gleba Fazenda Palhano,3,181,3,5,1950000
Jardim Presidente,2,71,2,2,650000
Vila Glória,1,186,1,1,450000
Jardim Presidente,4,250,2,2,850000
Gleba Fazenda Palhano,2,45,1,1,290000
Gleba Fazenda Palhano,3,112,2,2,1250000
Esperança,4,376,4,5,3900000
Jardim Morumbi,2,46,1,1,250000
Gleba Fazenda Palhano,2,46,2,1,309100
Gleba Fazenda Palhano,2,47,1,1,250000
Conjunto Habitacional Santiago II,4,120,3,2,640000
Champagnat,3,62,2,1,350000
Jardim São Paulo II,2,48,1,1,220000
Mediterrâneo,4,549,5,5,3500000
Gleba Simon Frazer,3,140,4,4,1150000
Brasília,3,78,2,2,629000
Andrade,4,196,4,4,770000
Santa Izabel,2,48,1,1,205000
Gleba Fazenda Palhano,2,54,2,1,430000
Gleba Fazenda Palhano,2,62,1,1,670000
Colúmbia,2,90,1,3,450000
Centro,3,178,1,2,810000
Jardim Nova Londrina,4,421,5,5,2400000
Jardim do Lago,3,217,2,5,1900000
Jardim Planalto,3,111,2,2,540000
Conjunto Café,2,125,1,2,300000
Brasília,3,64,1,2,480000
Centro,3,86,2,2,777000
Heimtal,2,148,2,3,570000
Jardim Palmas,2,50,2,1,165000
Residencial Abussafe,2,200,4,1,429000
Centro,4,333,2,5,1350000
Parque Residencial Michael Licha,3,78,1,1,250000
Gleba Fazenda Palhano,3,75,2,2,780000
Esperança,3,216,3,4,2350000
Andes,3,130,2,2,389820
Gleba Fazenda Palhano,3,181,2,4,2790000
Terra Bonita,3,70,1,1,550000
Parque Residencial Joaquim Toledo Piza,1,40,5,1,170000
Gleba Fazenda Palhano,3,142,3,5,1550000
Lindóia,1,212,2,4,1800000
Gleba Fazenda Palhano,2,45,1,1,240000
Jardim Tarumã,3,148,4,3,850000
Vila Siam,2,69,2,2,589670
Jardim São Paulo,2,53,1,1,160000
Jardim das Américas,2,58,1,1,215000
Residencial Vila Romana,3,120,3,2,270000
Jardim Jóquei Club,2,46,1,1,230000
Gleba Fazenda Palhano,2,114,2,2,1150000
Paulista,3,115,2,2,410000
Santa Joana,5,200,3,2,395000
Milton Gavetti,2,35,3,2,120000
Cafezal,3,170,2,2,519000
Jardim Santa Cruz,2,44,1,1,130000
Judith,3,127,2,2,800000
Gleba Fazenda Palhano,3,130,2,3,1450000
Vila Santa Terezinha,2,64,1,2,539000
Gleba Fazenda Palhano,3,79,2,2,750000
Gleba Fazenda Palhano,2,47,1,1,270000
Jardim Morumbi,2,47,1,1,260000
Gávea,3,88,1,2,429900
Jardim ltaparica,3,137,2,1,320000
Aquilles Sthengel,3,86,4,1,185000
Condomínio Vale do Arvoredo,3,297,4,4,2200000
Bandeirantes,2,80,2,1,220000
Lagoa Dourada,2,47,1,1,150000
Gleba Fazenda Palhano,3,221,4,5,2500000
Canaã,3,292,4,5,1200000
Centro,3,103,1,3,495000
Gleba Fazenda Palhano,3,216,3,5,2350000
Gleba Fazenda Palhano,3,216,4,5,2300000
Jardim Higienópolis,2,73,1,2,669770
Jardim Presidente,2,70,2,2,770000
Gleba Fazenda Palhano,2,54,1,2,450000
Conjunto Residencial Marajoara,3,129,3,3,390000
Gleba Ribeirão Limeiro,2,44,1,1,215000
Centro,4,242,2,4,1200000
Alto da Boa Vista,3,76,1,1,350000
Jardim Santo André,3,105,3,1,210000
Jardim Colúmbia D,2,58,1,1,235000
Vila Ipiranga,2,54,1,1,250000
Colinas,2,88,1,1,290000
Jerumenha,3,77,1,2,370000
Caiçaras,4,549,5,5,4700000
Gleba Fazenda Palhano,3,81,2,2,850000
Aurora,3,66,1,2,370000
Ouro Verde,3,100,1,2,220000
Centro,3,67,1,1,260000
Brasília,2,67,1,1,230000
Alpes,3,114,2,2,380000
Santa Rosa,3,108,3,2,1300000
Gleba Ribeirão Limeiro,2,44,1,1,215000
Jardim Barcelona,3,129,2,2,370000
Guanabara,4,440,5,5,3300000
Gleba Simon Frazer,3,74,1,2,385000
Ouro Verde,2,45,1,1,185000
Colúmbia,3,83,2,2,373320
Gleba Fazenda Palhano,2,63,1,2,590000
Gleba Fazenda Palhano,3,285,3,5,3100000
Gleba Fazenda Palhano,2,46,1,1,350000
Centro,3,204,2,3,2640000
Santa Rosa,3,245,3,4,2500000
Bela Suiça,3,115,2,3,1380000
Gleba Fazenda Palhano,3,181,2,3,2790000
Andes,3,98,2,1,430000
Universitário,3,150,2,3,1100000
Monte Belo,3,230,3,1,750000
Centro,4,363,2,5,1600000
Rodocentro,2,50,1,1,145000
Parque Residencial Alcântara,3,295,4,5,2200000
Gleba Fazenda Palhano,3,82,1,2,680000
Brasília,3,68,1,2,530000
Brasília,2,53,2,1,255000
Parque Residencial Michael Licha,3,84,2,2,350000
Franca,5,398,5,5,2000000
Igapó,3,204,2,2,750000
Olímpico,2,48,1,1,270000
Heimtal,3,51,1,1,230000
Gleba Fazenda Palhano,3,130,2,4,1250000
Conjunto Habitacional Alexandre Urbanas,3,196,4,4,1700000
Brasília,2,65,1,1,260000
Terra Bonita,3,126,2,2,820000
Jardim Morumbi,2,56,1,2,218820
Conjunto Habitacional José Garcia Molina,2,45,1,1,215000
Brasília,3,127,2,4,644000
Conjunto Habitacional Doutor Farid Libos,2,47,1,1,150000
Jardim Maria Luiza,3,99,2,2,420000
Bela Suiça,4,102,2,2,680000
Residencial José Lázaro Gouvea,3,318,4,5,3500000
Brasília,4,235,5,5,490000
Vila Brasil,2,54,1,2,340000
Esperança,3,238,4,2,2300000
Conjunto Parigot de Souza 1,3,130,2,2,360000
Pacaembu,3,220,3,1,600000
Gleba Fazenda Palhano,3,129,2,3,1070000
Jardim Esperança,3,130,2,2,550000
Vila Siam,2,62,1,2,475000
Gleba Fazenda Palhano,3,235,3,4,2950000
Centro,2,46,1,1,295000
Terra Bonita,3,290,4,5,2500000
Jardim Higienópolis,3,66,1,2,300000
Terra Bonita,3,140,4,3,980000
Brasília,3,80,3,2,435000
Alpes,3,170,2,3,399000
Pinheiros,3,103,3,2,500000
Nossa Senhora de Lourdes,2,81,1,2,329000
Gleba Fazenda Palhano,2,46,1,1,355000
Jardim América,5,362,5,4,1200000
Centro,3,173,2,4,550000
Vale de San Izidro,3,162,2,2,870000
Leonor,3,138,1,2,800000
Nossa Senhora de Lourdes,2,56,1,2,270000
Aurora,3,300,4,3,1600000
Bela Suiça,2,70,2,2,480000
Jardim do Lago,3,217,2,1,1850000
Conjunto Habitacional Alexandre Urbanas,3,197,4,4,1590000
Residencial José Lázaro Gouvea,3,70,1,2,490000
Conjunto Residencial Marajoara,2,45,1,1,150000
Gleba Fazenda Palhano,3,89,1,2,895410
Esperança,3,190,4,4,2000000
Residencial Veneza,3,250,1,2,337776
Colinas,2,65,2,2,320000
Colúmbia,3,110,2,3,510000
Gleba Fazenda Palhano,2,81,2,2,910000
Gleba Fazenda Palhano,2,47,1,1,268000
Aragarça,3,243,4,4,1320000
Bela Vista,2,128,2,2,990000
Nova Olinda,2,42,1,1,115000
Centro,3,140,1,1,550000
Esperança,4,226,2,4,2500000
Gleba Fazenda Palhano,3,68,1,2,460000
São Lourenço,3,141,3,1,350000
Recanto do Salto,4,380,4,4,4000000
Petrópolis,3,78,1,2,650000
Gleba Fazenda Palhano,3,64,1,2,490000
Gleba Fazenda Palhano,3,117,2,2,740000
Gleba Fazenda Palhano,3,95,2,2,950000
Gleba Fazenda Palhano,3,83,2,2,550000
Cidade Industrial 2,2,41,1,1,220000
Terras de Santana II,3,160,4,3,1500000
Brasília,2,161,4,3,370000
Olímpico,3,200,2,4,1450000
Vale dos Tucanos,3,71,1,2,330000
Parque Residencial Michael Licha,3,93,2,2,395000
Parque Jamaica,3,71,1,2,505000
Gleba Fazenda Palhano,3,81,2,2,659000
Guanabara Parque Boulevard,3,104,2,3,1100000
Ernani Moura Lima,4,128,4,3,550000
Conjunto Parigot de Souza 3,3,80,3,1,200000
Colúmbia,3,100,2,2,455500
Centro,2,85,2,2,780000
Esperança,3,315,4,5,3590000
Petrópolis,3,78,1,1,620000
Jardim Belo Horizonte,3,87,2,2,470000
Esperança,3,278,2,5,2400000
Colúmbia,2,117,2,1,295000
Gleba Fazenda Palhano,3,80,2,2,629000
Santa Mônica,3,81,1,2,330000
Vale dos Tucanos,2,105,1,3,360000
Bandeirantes,3,80,1,2,425000
Jardim Higienópolis,2,74,1,2,700000
Esperança,5,283,4,5,3200000
Brasília,3,115,2,2,315000
Jardim Belo Horizonte,3,87,1,2,400000
Conjunto Residencial Itamaraty,3,91,1,2,380000
Terra Bonita,2,63,1,2,430000
Centro,1,46,1,1,269900
Centro,3,128,2,3,600000
Alto da Colina,1,17,1,1,140000
Brasília,3,66,1,2,433500
Gleba Fazenda Palhano,3,173,2,1,1990000
Gleba Ribeirão Limeiro,2,44,1,1,225000
Loteamento Chamonix,2,65,2,2,330000
Brasília,4,211,2,5,1650000
Centro,3,77,1,2,370000
Parque Jamaica,3,230,2,3,1400000
Jardim Tomy,2,110,5,1,360000
Gleba Fazenda Palhano,3,114,2,2,950000
Vivendas do Arvoredo,4,284,4,5,3490000
Residencial Portal do Sol,3,84,1,2,355000
Jardim São Francisco de Assis,3,80,1,1,210000
Jardim Jóquei Club,4,294,4,5,700000
Operária,3,330,4,5,2200000
Mediterrâneo,4,500,5,5,1950000
Centro,4,382,3,5,2300000
Parque Residencial Alcântara,3,320,3,4,2180000
Olímpico,3,170,2,2,1500000
Leonor,2,140,2,1,320000
San Fernando,3,100,2,1,650000
Lago Parque,4,258,2,3,1100000
Moradias do Cabo Frio,2,119,3,3,190000
Colúmbia,3,56,1,1,265000
Brasília,3,123,2,3,750000
Gleba Fazenda Palhano,3,165,2,3,1500000
Paraíso,2,53,1,1,170000
Colúmbia,3,56,1,1,265000
Vila Ipiranga,2,60,2,2,480000
Terra Bonita,3,140,2,4,899000
Centro,3,148,2,4,1400000
Brasília,3,63,1,2,330000
Coroados,3,125,2,3,550000
San Fernando,3,297,1,3,850000
Condomínio Vale do Arvoredo,4,220,4,5,1468000
Jardim Tarumã,3,225,4,3,850000
Vila Shimabokuro,2,58,1,1,140000
Vila Filipin,2,47,1,1,168000
Esperança,3,195,4,5,1400000
Centro,1,43,1,1,180000
Andrade,3,162,1,4,1200000
Centro,3,86,2,2,830000
Jardim Ok,3,150,2,2,580000
Lindóia,3,150,2,3,550000
Conjunto Habitacional Santiago II,3,55,1,1,295000
Judith,3,87,1,3,527000
Conjunto Habitacional Maria Cecília Serrano de Oliveira,3,118,2,1,240000
Jardim Morumbi,4,207,2,4,1500000
Armindo Guazzi,3,130,4,3,580000
Residencial José Lázaro Gouvea,3,70,1,2,485000
Gleba Fazenda Palhano,3,186,2,4,2200000
Centro,3,128,2,4,1200000
Gleba Fazenda Palhano,3,173,2,5,1700000
Gleba Fazenda Palhano,3,120,2,3,1200000
Conjunto Santa Rita 6,3,150,5,3,599000
Conjunto Habitacional Maria Cecília Serrano de Oliveira,2,60,3,1,300000
Parigot de Souza 2,1,82,1,2,282000
Jardim Montecatini,3,70,1,1,266000
Conjunto Habitacional Alexandre Urbanas,4,260,2,5,1650000
Centro,3,84,2,2,550000
Gleba Fazenda Palhano,3,221,4,4,2490000
Parque Jamaica,3,54,1,1,150000
Gleba Fazenda Palhano,3,137,2,5,1550000
Esperança,4,320,4,5,4500000
Centro,3,77,1,1,315000
Vila Larsen 1,3,90,1,3,366000
Vitória,3,69,1,2,659000
Gleba Fazenda Palhano,3,195,2,3,2250000
Jardim Shangri-la A,4,302,5,3,1750000
Gleba Simon Frazer,3,152,4,4,1220000
Cidade Industrial 2,2,45,1,1,164870
Ideal,3,190,2,4,1790000
Tarobá,3,192,3,2,360000
Jardim Agari,3,93,1,3,515000
Judith,3,99,1,3,430000
Centro,1,60,1,1,266900
Gleba Fazenda Palhano,3,195,3,4,2290000
Cafezal,5,163,2,2,375000
Jardim São Paulo II,2,44,1,1,205000
Colinas,2,47,1,1,220000
Vale dos Tucanos,2,45,1,1,195000
Esperança,4,383,4,5,2700000
Centro,3,110,1,3,600000
Parque Jamaica,2,51,1,1,200000
Jardim Presidente,5,370,2,5,2500000
Vivendas do Arvoredo,3,260,4,5,4200000
Vila Larsen 1,3,345,1,1,1500000
Jardim Alto do Cafezal,3,110,2,2,475000
Jardim Guararapes,3,120,5,1,420000
Esperança,2,45,1,1,200000
Granville Parque Residencial,3,250,5,3,1600000
Gleba Ribeirão Limeiro,2,43,1,1,185000
Brasília,2,70,1,1,220000
Brasília,2,47,1,1,371000
Centro,3,90,1,3,550000
Colinas,3,126,2,3,945000
Centro,3,130,1,1,445000
Centro,2,64,1,1,190000
Gleba Fazenda Palhano,3,130,2,2,998000
Jardim do Sol,2,170,2,1,299000
Gleba Fazenda Palhano,3,110,2,2,1060000
Jardim Itatiaia 2,3,256,3,3,2650000
Centro,2,65,1,2,220000
Vila Larsen 1,3,109,1,2,310000
Campo Belo,5,274,4,5,1000000
Santa Rosa,3,182,2,5,2180000
Conjunto Habitacional Doutor Farid Libos,2,44,1,1,179000
Conjunto Habitacional Maria Cecília Serrano de Oliveira,2,100,2,2,350000
Recanto do Salto,3,365,4,5,2900000
Centro,3,128,2,4,1385000
Jardim Graziela,3,84,1,2,449230
Pacaembu,2,220,2,1,600000
Aurora,3,63,1,2,445000
Monte Belo,3,134,3,2,590000
Brasília,3,58,1,1,327000
Centro,4,405,3,5,1600000
Brasília,3,76,2,2,318000
Lago Parque,3,380,5,2,2450000
Esperança,3,195,4,5,1520000
Conjunto Habitacional Alexandre Urbanas,3,216,4,4,1550000
Gleba Fazenda Palhano,3,235,4,3,2200000
Centro,3,168,1,4,540000
Jardim São Paulo,3,82,2,2,270000
Centro,3,98,1,2,550000
Conjunto Residencial Marajoara,2,46,1,1,160000
Brasília,2,84,1,1,228000
Centro,3,116,2,3,1230000
Maria Lúcia,2,150,3,3,750000
Centro,4,550,2,4,1700000
Centro,4,169,1,3,519000
Gleba Fazenda Palhano,2,121,2,4,1500000
Gleba Fazenda Palhano,3,79,2,2,575000
Santa Rita 1,4,102,2,3,345000
Guanabara,4,404,3,5,2150000
Esperança,4,433,5,5,6350000
Brasília,4,116,5,2,410000
Gleba Fazenda Palhano,3,216,3,1,2350000
Centro,3,108,1,3,480000
Jardim Alvorada,3,189,4,3,850000
Jardim ltaparica,3,120,2,1,320000
Vale dos Tucanos,3,57,1,1,190000
Residencial Abussafe,3,118,2,2,550000
Brasília,2,50,1,1,223000
Jardim Morumbi,2,64,1,1,330000
Conjunto Habitacional Alexandre Urbanas,3,190,4,4,1490000
Jardim América,3,320,5,2,680000
Brasília,3,100,1,2,430000
Gleba Fazenda Palhano,4,235,3,5,2950000
Gleba Fazenda Palhano,3,151,2,5,1980000
Bela Suiça,3,456,4,5,5500000
Centro,3,183,2,1,570000
Jardim Londrilar,3,205,5,3,2100000
Gleba Simon Frazer,3,274,2,4,1889000
Brasília,5,478,5,3,780000
Brasília,2,46,1,1,155000
Ideal,3,66,1,2,366000
Gleba Fazenda Palhano,3,130,2,2,1140000
Bela Suiça,3,108,4,3,650000
Heimtal,3,126,2,2,585000
Ideal,4,300,5,3,680000
Conjunto Residencial Ilha Bela,3,70,2,2,419000
Colinas,2,44,1,1,200000
Gleba Fazenda Palhano,3,110,3,4,1200000
Brasília,3,110,2,2,450000
Conjunto Habitacional Violim,2,115,2,1,230000
Gleba Fazenda Palhano,3,64,1,2,470000
Brasília,3,90,2,2,365000
Jardim Presidente,5,180,4,3,660000
Cidade Industrial 2,2,42,1,1,180000
Vale dos Tucanos,3,64,1,1,190000
Gleba Fazenda Palhano,3,200,2,5,1900000
Lindóia,2,79,1,2,375000
Colúmbia,2,80,1,2,260000
Esperança,3,400,3,4,1700000
Brasília,3,212,4,2,1940000
Alto da Colina,1,17,1,1,127000
Centro,3,64,1,2,280000
Jardim Tókio,4,247,4,3,690000
Brasília,3,102,1,2,380000
Jardim das Américas,2,44,1,1,159900
Aurora,3,70,1,2,365000
Gleba Fazenda Palhano,3,181,2,5,2790000
Esperança,3,154,2,4,1380000
Operária,5,317,4,4,1790000
Jardim Jóquei Club,2,46,1,1,235000
Recanto do Salto,3,286,4,5,3200000
Aurora,2,55,1,1,360000
Parque Jamaica,2,60,1,2,410000
Petrópolis,3,374,4,3,860000
Alto da Boa Vista,3,90,2,2,265000
Jardim Morumbi,3,196,4,4,1590000
Conjunto Habitacional Santiago II,3,55,1,1,295000
Aurora,2,88,1,1,420000
Vale dos Tucanos,3,85,2,3,600000
Vila Siam,3,71,1,2,615000
Centro,1,37,1,1,198000
Gleba Fazenda Palhano,3,165,2,4,1500000
Vila Ipiranga,3,79,1,2,330000
Vila Siam,2,70,1,2,600000
Guanabara Parque Boulevard,3,104,2,2,1180000
Gleba Fazenda Palhano,2,72,1,2,880000
Jardim do Sol,3,179,2,2,370000
Jardim Shangri-la A,3,285,5,3,1385000
Paraíso,1,45,1,1,110000
Sabará III,3,62,1,1,310000
Gleba Fazenda Palhano,3,195,2,5,2307000
Gleba Fazenda Palhano,4,363,4,5,3990000
Centro,1,26,1,1,244040
Brasília,3,100,2,2,495000
Gleba Fazenda Palhano,3,175,2,4,1980000
Condomínio Vale do Arvoredo,4,240,4,3,1500000
Jardim das Américas,2,65,1,1,290000
Aurora,2,64,1,2,600000
Jardim Shangri-la A,3,67,1,2,370000
Santa Rosa,3,123,2,2,1200000
Aurora,2,64,1,2,550000
Jardim Continental,2,107,5,1,310000
Brasília,3,71,1,2,549000
João Paz,3,90,3,3,375000
Terra Bonita,2,70,1,2,850000
Brasília,2,70,1,2,330000
Ricardo,2,50,1,1,125000
Gleba Fazenda Palhano,3,122,2,4,1300000
Terra Bonita,3,69,2,2,460000
Heimtal,3,100,2,2,390000
Tucano,4,804,5,5,4980000
Jardim São Paulo II,2,48,1,1,190000
Brasília,3,115,2,3,1367000
Centro,3,75,1,2,430000
Igapó,3,64,1,1,220000
Ideal,3,74,1,2,245000
Esperança,3,170,2,3,2100000
Jardim Agari,3,75,1,2,260000
Heimtal,2,48,2,1,220000
Centro,3,168,2,3,480000
Gleba Fazenda Palhano,3,124,2,3,1368000
Quebec,4,240,4,4,1450000
Cafezal,3,126,3,2,350000
Recanto do Salto,4,335,3,5,3300000
Leonor,2,46,1,1,175000
Brasília,2,54,1,1,412000
Conjunto Residencial Marajoara,2,45,1,1,198000
Cidade Industrial 2,3,210,4,4,1750000
Judith,2,47,1,1,320000
Vila Siam,3,71,1,2,498000
Vila Goes,3,80,2,1,250000
Vila Nova,2,53,1,2,240000
Recanto do Salto,3,225,4,4,3000000
Gleba Fazenda Palhano,3,88,2,2,890000
Vila Ipiranga,1,60,1,1,225000
Jardim Jóquei Club,2,48,1,1,260000
Jardim Alvorada,3,190,4,2,850000
Aquilles Sthengel,2,60,2,1,130000
Vitória,3,69,1,2,549900
Ouro Branco,3,155,2,1,300000
Bela Suiça,2,69,2,2,560000
